Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2758.0,116.0,22.0,192.0,82.0,3275.0,252.0,212.0,76.0,6031.0,0,29,Lodgepole Pine
2744.0,69.0,6.0,0.0,0.0,579.0,226.0,228.0,136.0,2497.0,2,16,Aspen
2334.0,311.0,24.0,234.0,114.0,969.0,148.0,215.0,204.0,162.0,3,9,Ponderosa Pine
3270.0,2.0,7.0,700.0,79.0,5887.0,210.0,226.0,154.0,2713.0,0,28,Lodgepole Pine
3262.0,138.0,18.0,297.0,-2.0,1188.0,244.0,231.0,109.0,2830.0,0,21,Spruce/Fir
3190.0,134.0,22.0,108.0,23.0,2639.0,248.0,224.0,93.0,2925.0,2,32,Spruce/Fir
3157.0,206.0,21.0,916.0,66.0,4200.0,203.0,254.0,178.0,1124.0,2,32,Lodgepole Pine
2894.0,230.0,12.0,323.0,128.0,1999.0,201.0,251.0,185.0,1624.0,2,12,Lodgepole Pine
2910.0,7.0,15.0,258.0,46.0,2821.0,200.0,208.0,143.0,2106.0,0,28,Lodgepole Pine
3188.0,45.0,10.0,216.0,16.0,4591.0,223.0,219.0,130.0,1470.0,0,18,Spruce/Fir
2860.0,69.0,25.0,182.0,78.0,1463.0,237.0,181.0,61.0,1998.0,2,12,Lodgepole Pine
3270.0,7.0,12.0,631.0,-3.0,618.0,205.0,215.0,147.0,2991.0,1,22,Lodgepole Pine
3307.0,291.0,9.0,175.0,26.0,1597.0,194.0,239.0,184.0,1560.0,2,31,Spruce/Fir
3055.0,122.0,9.0,323.0,7.0,1036.0,235.0,233.0,129.0,1651.0,0,28,Lodgepole Pine
3152.0,358.0,7.0,324.0,10.0,3439.0,209.0,227.0,156.0,3915.0,0,28,Spruce/Fir
2595.0,261.0,10.0,124.0,56.0,1252.0,197.0,245.0,187.0,541.0,2,10,Ponderosa Pine
3066.0,169.0,16.0,932.0,126.0,3150.0,230.0,245.0,141.0,1919.0,2,32,Lodgepole Pine
2666.0,315.0,12.0,42.0,7.0,402.0,187.0,230.0,183.0,666.0,0,22,Lodgepole Pine
2968.0,172.0,12.0,67.0,23.0,1693.0,228.0,245.0,148.0,90.0,2,31,Lodgepole Pine
3360.0,138.0,27.0,390.0,-2.0,484.0,249.0,219.0,80.0,834.0,1,31,Spruce/Fir
3178.0,112.0,9.0,120.0,6.0,4755.0,237.0,230.0,124.0,1290.0,0,18,Spruce/Fir
3014.0,114.0,16.0,218.0,39.0,2837.0,245.0,223.0,102.0,6607.0,0,28,Spruce/Fir
3149.0,127.0,22.0,297.0,106.0,3076.0,250.0,220.0,86.0,2817.0,0,28,Spruce/Fir
2636.0,18.0,6.0,379.0,120.0,1531.0,216.0,227.0,149.0,1784.0,2,1,Douglas-fir
3291.0,327.0,11.0,90.0,23.0,5545.0,193.0,228.0,174.0,924.0,0,37,Spruce/Fir
2554.0,137.0,10.0,30.0,3.0,1080.0,236.0,236.0,130.0,499.0,0,29,Lodgepole Pine
2324.0,347.0,22.0,242.0,128.0,752.0,174.0,199.0,160.0,534.0,3,5,Ponderosa Pine
2181.0,31.0,36.0,342.0,112.0,379.0,186.0,140.0,65.0,700.0,3,9,Ponderosa Pine
3011.0,38.0,11.0,362.0,56.0,3085.0,220.0,216.0,129.0,6407.0,0,19,Spruce/Fir
3227.0,53.0,14.0,30.0,5.0,2581.0,227.0,208.0,111.0,2704.0,0,21,Spruce/Fir
2975.0,144.0,23.0,120.0,-18.0,2605.0,245.0,228.0,98.0,1594.0,2,26,Spruce/Fir
2998.0,16.0,6.0,404.0,33.0,5303.0,215.0,227.0,149.0,5744.0,0,11,Lodgepole Pine
2673.0,173.0,8.0,134.0,20.0,1740.0,225.0,244.0,152.0,1087.0,2,10,Lodgepole Pine
3043.0,166.0,12.0,67.0,12.0,595.0,230.0,244.0,144.0,1231.0,0,22,Spruce/Fir
2327.0,349.0,27.0,360.0,129.0,1207.0,159.0,183.0,155.0,182.0,3,9,Ponderosa Pine
3389.0,331.0,12.0,924.0,161.0,2311.0,190.0,224.0,173.0,1190.0,2,31,Spruce/Fir
3368.0,88.0,6.0,450.0,46.0,1321.0,230.0,229.0,133.0,2477.0,2,31,Krummholz
2613.0,208.0,10.0,30.0,5.0,2081.0,213.0,250.0,172.0,1218.0,2,3,Spruce/Fir
2764.0,27.0,22.0,324.0,68.0,1379.0,205.0,186.0,109.0,2040.0,2,32,Lodgepole Pine
2428.0,260.0,20.0,420.0,158.0,967.0,168.0,247.0,214.0,361.0,3,9,Douglas-fir
3062.0,170.0,9.0,210.0,7.0,1019.0,227.0,244.0,149.0,3084.0,2,32,Spruce/Fir
3053.0,27.0,4.0,30.0,0.0,3558.0,218.0,230.0,149.0,1718.0,0,28,Lodgepole Pine
3325.0,195.0,11.0,30.0,-1.0,2647.0,218.0,249.0,164.0,571.0,2,37,Krummholz
2983.0,53.0,12.0,607.0,102.0,1727.0,227.0,214.0,119.0,2955.0,2,32,Lodgepole Pine
2184.0,285.0,34.0,342.0,178.0,408.0,107.0,216.0,238.0,362.0,3,9,Ponderosa Pine
2836.0,60.0,10.0,218.0,54.0,2440.0,228.0,218.0,122.0,3357.0,0,11,Lodgepole Pine
2879.0,103.0,6.0,180.0,-1.0,2058.0,231.0,232.0,134.0,2780.0,2,25,Lodgepole Pine
3149.0,51.0,23.0,234.0,62.0,5180.0,224.0,184.0,82.0,1360.0,0,21,Spruce/Fir
2929.0,296.0,22.0,170.0,36.0,5059.0,152.0,227.0,213.0,1243.0,0,29,Lodgepole Pine
3242.0,317.0,16.0,319.0,62.0,4651.0,175.0,224.0,188.0,959.0,2,31,Spruce/Fir
3086.0,123.0,25.0,175.0,50.0,2928.0,252.0,213.0,73.0,2860.0,0,28,Spruce/Fir
2725.0,338.0,26.0,67.0,31.0,2871.0,155.0,194.0,172.0,1972.0,0,28,Lodgepole Pine
3461.0,91.0,12.0,660.0,176.0,2242.0,238.0,221.0,111.0,1387.0,0,39,Spruce/Fir
3171.0,44.0,19.0,309.0,100.0,3355.0,221.0,195.0,102.0,1587.0,2,30,Spruce/Fir
2952.0,231.0,10.0,162.0,30.0,5332.0,204.0,249.0,182.0,3144.0,0,22,Spruce/Fir
2916.0,350.0,11.0,42.0,8.0,4230.0,201.0,222.0,160.0,4140.0,0,28,Lodgepole Pine
3118.0,213.0,13.0,295.0,27.0,2155.0,208.0,252.0,178.0,812.0,2,31,Lodgepole Pine
2843.0,12.0,23.0,30.0,12.0,1556.0,190.0,187.0,127.0,2475.0,2,32,Lodgepole Pine
2959.0,21.0,3.0,108.0,0.0,1172.0,217.0,232.0,152.0,2143.0,0,22,Lodgepole Pine
3340.0,289.0,14.0,67.0,30.0,3907.0,181.0,238.0,197.0,962.0,0,37,Spruce/Fir
2954.0,49.0,22.0,175.0,-5.0,384.0,223.0,188.0,89.0,1050.0,0,28,Spruce/Fir
3260.0,292.0,5.0,0.0,0.0,6144.0,205.0,239.0,172.0,309.0,0,37,Spruce/Fir
3304.0,326.0,20.0,30.0,7.0,2407.0,167.0,214.0,184.0,457.0,2,38,Krummholz
3047.0,39.0,25.0,234.0,48.0,4719.0,212.0,176.0,87.0,1848.0,0,28,Spruce/Fir
2870.0,49.0,24.0,150.0,82.0,1676.0,222.0,179.0,78.0,2501.0,2,32,Lodgepole Pine
3179.0,181.0,13.0,150.0,14.0,541.0,224.0,248.0,154.0,1269.0,0,22,Spruce/Fir
2613.0,294.0,32.0,150.0,74.0,902.0,117.0,213.0,229.0,1110.0,2,23,Lodgepole Pine
2617.0,72.0,2.0,0.0,0.0,2070.0,222.0,234.0,149.0,1003.0,2,16,Spruce/Fir
2607.0,122.0,9.0,342.0,62.0,1543.0,236.0,233.0,128.0,1761.0,2,1,Ponderosa Pine
3244.0,184.0,3.0,30.0,4.0,5391.0,220.0,241.0,157.0,579.0,0,37,Lodgepole Pine
3270.0,139.0,18.0,395.0,46.0,1320.0,244.0,231.0,108.0,2347.0,0,28,Spruce/Fir
2078.0,328.0,15.0,242.0,70.0,350.0,183.0,222.0,178.0,212.0,3,4,Ponderosa Pine
3107.0,157.0,21.0,150.0,16.0,3543.0,238.0,238.0,120.0,816.0,2,32,Lodgepole Pine
3032.0,139.0,10.0,700.0,226.0,706.0,236.0,237.0,131.0,1168.0,0,28,Lodgepole Pine
3057.0,117.0,27.0,108.0,28.0,2546.0,254.0,204.0,59.0,3120.0,0,28,Spruce/Fir
2795.0,70.0,14.0,124.0,29.0,2166.0,235.0,212.0,106.0,664.0,2,9,Lodgepole Pine
2722.0,23.0,14.0,295.0,51.0,2313.0,212.0,210.0,133.0,2051.0,2,31,Douglas-fir
2977.0,197.0,11.0,60.0,12.0,630.0,217.0,250.0,166.0,1188.0,1,22,Spruce/Fir
2646.0,46.0,30.0,201.0,107.0,1504.0,214.0,161.0,63.0,1423.0,2,30,Lodgepole Pine
2904.0,47.0,8.0,0.0,0.0,2049.0,223.0,223.0,135.0,2254.0,0,19,Lodgepole Pine
3366.0,67.0,19.0,134.0,42.0,1341.0,235.0,198.0,86.0,1455.0,1,37,Krummholz
3198.0,135.0,12.0,443.0,26.0,4555.0,239.0,234.0,123.0,1707.0,0,28,Spruce/Fir
2889.0,75.0,5.0,30.0,3.0,5067.0,227.0,230.0,137.0,1276.0,0,22,Lodgepole Pine
3015.0,358.0,7.0,234.0,44.0,268.0,209.0,227.0,156.0,636.0,0,21,Spruce/Fir
3309.0,22.0,16.0,722.0,18.0,1839.0,208.0,205.0,130.0,2800.0,1,22,Lodgepole Pine
2789.0,356.0,18.0,150.0,30.0,962.0,189.0,205.0,152.0,1982.0,2,9,Spruce/Fir
3364.0,346.0,9.0,633.0,25.0,1318.0,203.0,226.0,161.0,1332.0,2,37,Krummholz
2903.0,23.0,14.0,497.0,76.0,2041.0,211.0,209.0,131.0,1338.0,2,10,Lodgepole Pine
2734.0,49.0,15.0,95.0,16.0,2431.0,225.0,206.0,111.0,451.0,2,9,Lodgepole Pine
2998.0,247.0,6.0,592.0,89.0,5645.0,207.0,245.0,176.0,2854.0,0,29,Lodgepole Pine
2931.0,102.0,6.0,67.0,2.0,1864.0,230.0,233.0,137.0,1776.0,0,28,Spruce/Fir
3105.0,39.0,6.0,42.0,0.0,4881.0,221.0,226.0,141.0,1233.0,0,21,Spruce/Fir
3034.0,15.0,17.0,446.0,175.0,1275.0,202.0,201.0,133.0,3523.0,2,23,Spruce/Fir
3008.0,225.0,10.0,752.0,89.0,5867.0,207.0,250.0,179.0,3395.0,0,19,Lodgepole Pine
2990.0,319.0,14.0,0.0,0.0,3315.0,183.0,226.0,183.0,1208.0,2,22,Spruce/Fir
3299.0,91.0,25.0,134.0,16.0,2372.0,248.0,192.0,58.0,2713.0,0,38,Krummholz
3407.0,327.0,10.0,531.0,51.0,5177.0,196.0,229.0,173.0,3251.0,2,37,Krummholz
2570.0,193.0,37.0,120.0,-36.0,433.0,189.0,240.0,155.0,924.0,2,2,Lodgepole Pine
2787.0,130.0,25.0,150.0,70.0,3309.0,251.0,217.0,78.0,1674.0,0,28,Lodgepole Pine
2957.0,104.0,9.0,95.0,6.0,2143.0,236.0,229.0,124.0,871.0,0,28,Spruce/Fir
2545.0,115.0,4.0,0.0,0.0,566.0,227.0,236.0,144.0,1180.0,0,8,Lodgepole Pine
3232.0,65.0,14.0,492.0,77.0,1332.0,232.0,211.0,109.0,1660.0,2,12,Lodgepole Pine
3103.0,92.0,17.0,450.0,31.0,3590.0,245.0,211.0,89.0,4700.0,0,28,Lodgepole Pine
3073.0,40.0,28.0,285.0,57.0,3216.0,210.0,168.0,77.0,1712.0,2,30,Spruce/Fir
3015.0,74.0,11.0,150.0,35.0,1199.0,233.0,219.0,116.0,2140.0,2,31,Spruce/Fir
2016.0,352.0,10.0,0.0,0.0,330.0,203.0,223.0,158.0,417.0,3,13,Cottonwood/Willow
2511.0,212.0,30.0,150.0,81.0,153.0,179.0,251.0,190.0,850.0,2,2,Lodgepole Pine
3203.0,13.0,9.0,342.0,66.0,1209.0,211.0,221.0,146.0,5040.0,1,21,Spruce/Fir
3100.0,265.0,9.0,42.0,7.0,6202.0,198.0,244.0,185.0,2424.0,0,28,Spruce/Fir
2670.0,282.0,36.0,60.0,46.0,2553.0,102.0,216.0,241.0,6750.0,0,28,Lodgepole Pine
3143.0,2.0,9.0,693.0,126.0,1672.0,208.0,224.0,153.0,2458.0,2,30,Spruce/Fir
3147.0,74.0,11.0,297.0,33.0,2886.0,233.0,219.0,116.0,2850.0,2,31,Lodgepole Pine
2511.0,29.0,17.0,297.0,37.0,679.0,212.0,201.0,120.0,1033.0,2,1,Douglas-fir
2989.0,317.0,10.0,134.0,26.0,3187.0,195.0,232.0,177.0,1986.0,0,28,Lodgepole Pine
2869.0,51.0,20.0,30.0,8.0,2995.0,226.0,192.0,92.0,2174.0,0,22,Lodgepole Pine
2781.0,173.0,22.0,402.0,91.0,3514.0,228.0,244.0,137.0,1716.0,2,12,Lodgepole Pine
2881.0,162.0,5.0,30.0,-1.0,2304.0,224.0,241.0,151.0,2666.0,2,16,Lodgepole Pine
3080.0,45.0,3.0,420.0,81.0,5397.0,220.0,232.0,149.0,3415.0,0,28,Lodgepole Pine
3237.0,134.0,14.0,162.0,25.0,1710.0,242.0,232.0,117.0,1907.0,2,31,Spruce/Fir
2573.0,46.0,18.0,124.0,28.0,1566.0,223.0,197.0,103.0,1380.0,2,9,Lodgepole Pine
2964.0,81.0,6.0,67.0,-6.0,4518.0,228.0,230.0,136.0,1973.0,0,18,Lodgepole Pine
2717.0,194.0,19.0,42.0,10.0,700.0,214.0,252.0,165.0,2120.0,2,3,Lodgepole Pine
2978.0,95.0,8.0,295.0,76.0,1667.0,233.0,229.0,128.0,2799.0,2,31,Lodgepole Pine
3187.0,36.0,23.0,90.0,3.0,1641.0,212.0,183.0,97.0,480.0,2,38,Spruce/Fir
2720.0,34.0,25.0,216.0,5.0,1866.0,206.0,175.0,92.0,2046.0,2,23,Lodgepole Pine
3027.0,88.0,9.0,306.0,58.0,5291.0,234.0,226.0,124.0,900.0,0,29,Lodgepole Pine
2980.0,138.0,11.0,256.0,62.0,2490.0,237.0,236.0,129.0,1740.0,2,31,Lodgepole Pine
3027.0,278.0,14.0,743.0,52.0,5654.0,180.0,241.0,201.0,6213.0,0,28,Lodgepole Pine
2581.0,95.0,13.0,153.0,40.0,618.0,241.0,220.0,106.0,2247.0,0,11,Lodgepole Pine
2764.0,77.0,27.0,60.0,12.0,2483.0,242.0,180.0,50.0,860.0,2,9,Lodgepole Pine
2780.0,33.0,5.0,30.0,0.0,1065.0,219.0,229.0,147.0,3082.0,2,19,Spruce/Fir
2968.0,268.0,5.0,120.0,28.0,2040.0,206.0,242.0,175.0,552.0,2,31,Lodgepole Pine
2723.0,225.0,2.0,120.0,7.0,2403.0,217.0,240.0,161.0,4510.0,0,11,Lodgepole Pine
3102.0,17.0,16.0,331.0,24.0,1498.0,206.0,206.0,134.0,2877.0,2,30,Spruce/Fir
2892.0,46.0,16.0,297.0,81.0,300.0,223.0,202.0,108.0,534.0,0,28,Lodgepole Pine
2821.0,45.0,6.0,0.0,0.0,2546.0,222.0,226.0,139.0,2650.0,0,28,Lodgepole Pine
3093.0,198.0,13.0,335.0,39.0,700.0,216.0,251.0,167.0,1087.0,2,31,Lodgepole Pine
3180.0,94.0,7.0,323.0,40.0,582.0,232.0,229.0,130.0,2398.0,0,21,Spruce/Fir
3205.0,263.0,6.0,212.0,15.0,5960.0,206.0,243.0,175.0,1699.0,0,21,Lodgepole Pine
3293.0,139.0,4.0,60.0,0.0,5702.0,227.0,238.0,146.0,655.0,0,37,Spruce/Fir
3120.0,31.0,13.0,569.0,25.0,5359.0,216.0,212.0,129.0,1549.0,0,28,Spruce/Fir
3201.0,74.0,19.0,560.0,126.0,4286.0,239.0,200.0,83.0,3336.0,0,28,Spruce/Fir
3280.0,289.0,19.0,516.0,111.0,4231.0,165.0,235.0,208.0,2387.0,2,37,Spruce/Fir
2605.0,53.0,18.0,150.0,15.0,1591.0,227.0,197.0,97.0,1968.0,2,10,Lodgepole Pine
3043.0,49.0,30.0,402.0,134.0,2419.0,217.0,162.0,60.0,2103.0,2,32,Spruce/Fir
2999.0,106.0,8.0,295.0,32.0,1341.0,233.0,231.0,130.0,2016.0,2,18,Lodgepole Pine
3073.0,27.0,14.0,0.0,0.0,5029.0,213.0,208.0,128.0,228.0,0,29,Spruce/Fir
3082.0,239.0,18.0,192.0,44.0,1710.0,185.0,252.0,202.0,175.0,2,31,Lodgepole Pine
3279.0,211.0,12.0,365.0,63.0,510.0,210.0,251.0,176.0,808.0,1,39,Lodgepole Pine
3238.0,80.0,9.0,360.0,-26.0,865.0,233.0,223.0,122.0,2970.0,1,22,Lodgepole Pine
3333.0,295.0,18.0,1036.0,223.0,1440.0,166.0,232.0,205.0,2871.0,2,30,Spruce/Fir
2628.0,85.0,15.0,319.0,95.0,560.0,240.0,214.0,100.0,1632.0,2,1,Ponderosa Pine
2604.0,49.0,16.0,42.0,1.0,1485.0,225.0,203.0,108.0,994.0,2,23,Lodgepole Pine
2951.0,46.0,15.0,30.0,5.0,4250.0,224.0,207.0,114.0,361.0,0,28,Spruce/Fir
3037.0,263.0,14.0,180.0,2.0,2659.0,183.0,246.0,201.0,1384.0,2,22,Lodgepole Pine
3348.0,27.0,15.0,153.0,35.0,2151.0,212.0,206.0,126.0,2202.0,1,37,Spruce/Fir
3172.0,337.0,14.0,582.0,-18.0,3767.0,188.0,219.0,170.0,2864.0,0,29,Lodgepole Pine
2738.0,354.0,7.0,0.0,0.0,2341.0,208.0,227.0,157.0,511.0,2,22,Spruce/Fir
2842.0,99.0,20.0,150.0,37.0,180.0,248.0,209.0,81.0,1206.0,0,28,Spruce/Fir
2775.0,102.0,12.0,42.0,6.0,878.0,240.0,224.0,111.0,2188.0,2,10,Lodgepole Pine
3236.0,153.0,7.0,379.0,45.0,5825.0,229.0,240.0,145.0,3115.0,0,28,Lodgepole Pine
3231.0,202.0,8.0,531.0,63.0,2195.0,217.0,247.0,165.0,1839.0,2,30,Spruce/Fir
2791.0,105.0,5.0,300.0,48.0,2978.0,228.0,234.0,140.0,6580.0,0,29,Lodgepole Pine
2768.0,94.0,25.0,67.0,20.0,371.0,250.0,194.0,57.0,1209.0,0,29,Lodgepole Pine
3063.0,90.0,9.0,671.0,91.0,2638.0,234.0,226.0,123.0,2148.0,2,31,Spruce/Fir
2970.0,145.0,12.0,134.0,14.0,3620.0,237.0,238.0,130.0,1513.0,0,28,Lodgepole Pine
3142.0,65.0,12.0,150.0,39.0,2462.0,232.0,215.0,113.0,1781.0,0,28,Spruce/Fir
2964.0,148.0,18.0,124.0,33.0,1414.0,241.0,236.0,117.0,3342.0,0,21,Spruce/Fir
3377.0,20.0,13.0,534.0,90.0,2244.0,211.0,212.0,136.0,1476.0,2,31,Spruce/Fir
2458.0,32.0,10.0,170.0,21.0,726.0,218.0,218.0,134.0,1214.0,3,5,Ponderosa Pine
3232.0,31.0,26.0,446.0,169.0,1084.0,204.0,175.0,95.0,450.0,0,21,Spruce/Fir
2608.0,133.0,9.0,108.0,22.0,1170.0,235.0,236.0,131.0,497.0,0,29,Aspen
2738.0,49.0,9.0,573.0,114.0,1342.0,224.0,221.0,131.0,742.0,0,22,Lodgepole Pine
2908.0,203.0,27.0,190.0,-10.0,1679.0,196.0,252.0,176.0,2398.0,2,32,Lodgepole Pine
3189.0,95.0,13.0,511.0,118.0,268.0,240.0,220.0,108.0,937.0,2,31,Lodgepole Pine
2808.0,125.0,20.0,108.0,-14.0,2940.0,249.0,221.0,90.0,1521.0,2,12,Lodgepole Pine
3365.0,120.0,7.0,648.0,36.0,1022.0,232.0,235.0,136.0,4265.0,1,37,Spruce/Fir
2799.0,171.0,11.0,108.0,8.0,2497.0,228.0,245.0,147.0,2343.0,0,11,Lodgepole Pine
2991.0,249.0,10.0,721.0,75.0,5855.0,199.0,247.0,187.0,3778.0,0,28,Lodgepole Pine
3249.0,145.0,16.0,361.0,25.0,1401.0,241.0,236.0,119.0,2486.0,0,28,Spruce/Fir
2757.0,5.0,22.0,95.0,12.0,1131.0,186.0,192.0,138.0,990.0,2,32,Spruce/Fir
2580.0,94.0,6.0,95.0,-5.0,192.0,230.0,231.0,134.0,1390.0,0,8,Lodgepole Pine
3136.0,70.0,8.0,570.0,-38.0,4050.0,229.0,225.0,129.0,4298.0,0,22,Spruce/Fir
2761.0,233.0,5.0,0.0,0.0,2914.0,212.0,244.0,169.0,2181.0,0,19,Lodgepole Pine
2732.0,55.0,20.0,228.0,42.0,2836.0,228.0,193.0,90.0,1239.0,2,9,Lodgepole Pine
3157.0,288.0,17.0,721.0,340.0,1385.0,169.0,236.0,206.0,967.0,2,23,Spruce/Fir
2821.0,314.0,25.0,234.0,92.0,3412.0,145.0,211.0,202.0,1425.0,0,28,Lodgepole Pine
3222.0,285.0,7.0,270.0,-1.0,6017.0,202.0,240.0,178.0,1203.0,0,21,Spruce/Fir
2922.0,9.0,25.0,0.0,0.0,5568.0,184.0,182.0,127.0,4165.0,0,23,Lodgepole Pine
2844.0,281.0,10.0,134.0,31.0,2413.0,194.0,241.0,187.0,2234.0,2,12,Lodgepole Pine
2899.0,74.0,17.0,309.0,73.0,2724.0,238.0,206.0,93.0,3036.0,0,28,Lodgepole Pine
3125.0,175.0,5.0,285.0,10.0,1301.0,223.0,243.0,154.0,2116.0,0,22,Spruce/Fir
2893.0,267.0,41.0,330.0,184.0,2467.0,89.0,219.0,249.0,797.0,2,12,Lodgepole Pine
3241.0,49.0,14.0,85.0,19.0,2642.0,225.0,210.0,116.0,2669.0,0,28,Spruce/Fir
2877.0,73.0,24.0,379.0,206.0,1616.0,240.0,188.0,66.0,1639.0,2,12,Lodgepole Pine
2054.0,112.0,34.0,30.0,10.0,306.0,254.0,181.0,0.0,571.0,3,0,Ponderosa Pine
2795.0,317.0,18.0,212.0,100.0,1172.0,170.0,222.0,190.0,485.0,2,32,Lodgepole Pine
3051.0,196.0,12.0,323.0,-34.0,1984.0,217.0,250.0,166.0,3919.0,0,22,Spruce/Fir
3003.0,109.0,26.0,485.0,176.0,1224.0,253.0,200.0,57.0,577.0,0,29,Spruce/Fir
3059.0,179.0,10.0,255.0,33.0,2072.0,224.0,246.0,154.0,1570.0,2,31,Lodgepole Pine
2735.0,319.0,25.0,85.0,-7.0,1443.0,147.0,208.0,197.0,1794.0,2,12,Douglas-fir
2975.0,351.0,10.0,162.0,10.0,5053.0,203.0,224.0,159.0,5754.0,0,11,Lodgepole Pine
2962.0,300.0,13.0,258.0,46.0,5187.0,183.0,234.0,191.0,4297.0,0,28,Lodgepole Pine
2991.0,11.0,18.0,390.0,72.0,4753.0,198.0,200.0,136.0,3538.0,0,28,Spruce/Fir
2984.0,347.0,20.0,658.0,212.0,745.0,178.0,204.0,162.0,1398.0,2,32,Lodgepole Pine
2957.0,101.0,22.0,134.0,21.0,1731.0,250.0,205.0,72.0,2656.0,2,22,Spruce/Fir
2828.0,111.0,8.0,192.0,37.0,2139.0,234.0,231.0,129.0,1689.0,2,12,Lodgepole Pine
2902.0,47.0,12.0,503.0,72.0,1657.0,224.0,214.0,123.0,2941.0,2,32,Lodgepole Pine
3063.0,354.0,7.0,242.0,5.0,5130.0,209.0,228.0,157.0,2596.0,0,21,Spruce/Fir
3285.0,274.0,12.0,228.0,78.0,1140.0,187.0,243.0,195.0,2376.0,0,39,Lodgepole Pine
3008.0,83.0,12.0,510.0,188.0,319.0,237.0,218.0,110.0,726.0,2,32,Lodgepole Pine
3271.0,62.0,18.0,242.0,62.0,1672.0,232.0,201.0,94.0,2730.0,0,28,Spruce/Fir
2756.0,320.0,16.0,190.0,38.0,1664.0,177.0,223.0,186.0,1158.0,2,9,Aspen
2975.0,315.0,13.0,319.0,144.0,5327.0,184.0,229.0,184.0,5018.0,0,23,Lodgepole Pine
2455.0,342.0,15.0,95.0,23.0,755.0,187.0,215.0,167.0,1383.0,3,5,Ponderosa Pine
2489.0,57.0,10.0,0.0,0.0,1292.0,227.0,219.0,125.0,1165.0,2,3,Douglas-fir
2737.0,40.0,16.0,108.0,11.0,175.0,220.0,204.0,115.0,1253.0,0,29,Aspen
3202.0,121.0,7.0,511.0,86.0,2284.0,232.0,234.0,135.0,2753.0,2,23,Spruce/Fir
3054.0,265.0,11.0,470.0,-14.0,1984.0,192.0,245.0,192.0,2420.0,2,30,Lodgepole Pine
3073.0,27.0,16.0,67.0,26.0,3037.0,212.0,204.0,125.0,5883.0,0,28,Spruce/Fir
3110.0,61.0,17.0,1187.0,241.0,2821.0,232.0,203.0,99.0,1448.0,2,31,Lodgepole Pine
3217.0,100.0,12.0,95.0,22.0,1772.0,239.0,224.0,113.0,1566.0,1,22,Spruce/Fir
3168.0,129.0,7.0,390.0,131.0,2139.0,231.0,236.0,137.0,1082.0,2,31,Spruce/Fir
3301.0,78.0,25.0,306.0,86.0,4652.0,243.0,186.0,59.0,371.0,0,21,Spruce/Fir
2927.0,51.0,16.0,258.0,34.0,741.0,226.0,205.0,108.0,1900.0,0,28,Lodgepole Pine
2946.0,320.0,15.0,170.0,7.0,2863.0,180.0,225.0,184.0,2106.0,2,23,Spruce/Fir
2270.0,335.0,18.0,376.0,128.0,876.0,177.0,213.0,174.0,1044.0,3,9,Ponderosa Pine
2874.0,130.0,18.0,180.0,-30.0,1290.0,246.0,227.0,102.0,1880.0,0,28,Spruce/Fir
3225.0,279.0,12.0,242.0,41.0,2992.0,186.0,242.0,195.0,691.0,2,31,Spruce/Fir
2854.0,69.0,12.0,190.0,9.0,3009.0,232.0,217.0,115.0,4360.0,0,11,Lodgepole Pine
2857.0,43.0,16.0,30.0,7.0,912.0,221.0,203.0,112.0,510.0,2,22,Lodgepole Pine
2882.0,349.0,8.0,285.0,33.0,2972.0,206.0,227.0,160.0,2714.0,0,11,Lodgepole Pine
3075.0,3.0,9.0,603.0,74.0,2250.0,208.0,223.0,152.0,2489.0,2,31,Spruce/Fir
3124.0,77.0,8.0,492.0,47.0,242.0,231.0,225.0,127.0,1702.0,2,22,Lodgepole Pine
2911.0,28.0,4.0,30.0,0.0,1142.0,218.0,232.0,150.0,3029.0,0,22,Spruce/Fir
2915.0,350.0,12.0,67.0,10.0,4206.0,198.0,220.0,160.0,4110.0,0,28,Lodgepole Pine
2757.0,10.0,18.0,60.0,19.0,990.0,197.0,200.0,136.0,607.0,2,30,Lodgepole Pine
2830.0,131.0,30.0,67.0,27.0,4761.0,252.0,208.0,61.0,4742.0,0,29,Lodgepole Pine
2716.0,81.0,6.0,277.0,27.0,2029.0,229.0,229.0,134.0,5838.0,0,11,Lodgepole Pine
2788.0,55.0,6.0,30.0,0.0,3167.0,224.0,227.0,139.0,5486.0,0,11,Lodgepole Pine
3300.0,346.0,21.0,573.0,149.0,3039.0,173.0,201.0,162.0,708.0,2,23,Spruce/Fir
3149.0,27.0,6.0,182.0,14.0,2885.0,217.0,226.0,145.0,1032.0,0,22,Lodgepole Pine
3203.0,65.0,11.0,150.0,4.0,1498.0,230.0,218.0,120.0,552.0,2,31,Lodgepole Pine
2589.0,284.0,4.0,474.0,119.0,690.0,209.0,240.0,169.0,685.0,2,1,Ponderosa Pine
2944.0,112.0,8.0,0.0,0.0,3913.0,234.0,232.0,130.0,1144.0,0,22,Lodgepole Pine
2898.0,15.0,32.0,234.0,2.0,256.0,173.0,156.0,103.0,1500.0,0,28,Spruce/Fir
3062.0,135.0,4.0,42.0,2.0,674.0,226.0,238.0,146.0,1519.0,0,22,Spruce/Fir
